Location,Year,Month,Species,catch,group
Kilwa,2016,June,Serranidae spp( CEW ),359.28,Reef fish
Kilwa,2016,June,Changu( CHN ),156.96,Reef fish
Kilwa,2016,June,Lutjanus spp( LDW ),44.220000000000006,Reef fish
Kilwa,2016,June,Lethrinus spp( LH ),97.21000000000001,Reef fish
Kilwa,2016,June,Lethrinus borbonicus( LHB ),224.16,Reef fish
Kilwa,2016,June,Lethrinus harak( LHH ),44.94,Reef fish
Kilwa,2016,June,Lethrinus nebulosus( LHN ),442.2,Reef fish
Kilwa,2016,June,Carrotomus carolinus( ULG ),11.07,Reef fish
Kilwa,2016,July,Serranidae spp( CEW ),385.02,Reef fish
Kilwa,2016,July,Changu( CHN ),218.64,Reef fish
Kilwa,2016,July,Lutjanus spp( LDW ),462.16,Reef fish
Kilwa,2016,July,Lethrinus spp( LH ),609.8299999999999,Reef fish
Kilwa,2016,July,Lethrinus borbonicus( LHB ),475.9,Reef fish
Kilwa,2016,July,Lethrinus harak( LHH ),380.78,Reef fish
Kilwa,2016,July,Lethrinus nebulosus( LHN ),205.62,Reef fish
Kilwa,2016,July,Lethrinus rubrioperculatus( LHR ),205.62,Reef fish
Kilwa,2016,August,Serranidae spp( CEW ),719.19,Reef fish
Kilwa,2016,August,Changu( CHN ),661.65,Reef fish
Kilwa,2016,August,Lutjanus spp( LDW ),187.67,Reef fish
Kilwa,2016,August,Lethrinus spp( LH ),1331.92,Reef fish
Kilwa,2016,August,Lethrinus borbonicus( LHB ),244.83,Reef fish
Kilwa,2016,August,Lethrinus harak( LHH ),3388.56,Reef fish
Kilwa,2016,August,Carrotomus carolinus( ULG ),6.51,Reef fish
Kilwa,2016,September,Changu( CHN ),3.42,Reef fish
Kilwa,2016,September,Lutjanus spp( LDW ),6.48,Reef fish
Kilwa,2016,September,Lethrinus spp( LH ),3928.8900000000003,Reef fish
Kilwa,2016,September,Lethrinus borbonicus( LHB ),117.39,Reef fish
Kilwa,2016,September,Lethrinus harak( LHH ),600.39,Reef fish
Kilwa,2016,September,Lethrinus nebulosus( LHN ),530.64,Reef fish
Kilwa,2016,September,Lethrinus rubrioperculatus( LHR ),176.88000000000002,Reef fish
Kilwa,2016,October,Serranidae spp( CEW ),687.7700000000001,Reef fish
Kilwa,2016,October,Lutjanus spp( LDW ),4.71,Reef fish
Kilwa,2016,October,Lethrinus spp( LH ),6.98,Reef fish
Kilwa,2016,October,Lethrinus borbonicus( LHB ),9.42,Reef fish
Kilwa,2016,October,Lethrinus harak( LHH ),736.8199999999999,Reef fish
Kilwa,2016,November,Serranidae spp( CEW ),331.65000000000003,Reef fish
Kilwa,2016,November,Lethrinus spp( LH ),201.69,Reef fish
Kilwa,2017,January,Serranidae spp( CEW ),1.4,Reef fish
Kilwa,2017,January,Lutjanus spp( LDW ),3.84,Reef fish
Kilwa,2017,January,Lethrinus spp( LH ),846.92,Reef fish
Kilwa,2017,January,Lethrinus borbonicus( LHB ),10.09,Reef fish
Kilwa,2017,January,Lethrinus harak( LHH ),6.930000000000001,Reef fish
Kilwa,2017,March,Lutjanus spp( LDW ),476.52,Reef fish
Kilwa,2017,March,Lethrinus spp( LH ),641.8399999999999,Reef fish
Kilwa,2017,March,Lethrinus harak( LHH ),502.63,Reef fish
Kilwa,2017,April,Serranidae spp( CEW ),675.6,Reef fish
Kilwa,2017,April,Changu( CHN ),186.41,Reef fish
Kilwa,2017,April,Lutjanus spp( LDW ),1.1700000000000002,Reef fish
Kilwa,2017,April,Lethrinus spp( LH ),45.39,Reef fish
Kilwa,2017,April,Lethrinus borbonicus( LHB ),213.36,Reef fish
Kilwa,2017,April,Lethrinus harak( LHH ),60.78,Reef fish
Kilwa,2017,April,Lethrinus nebulosus( LHN ),8.1,Reef fish
Kilwa,2017,May,Changu( CHN ),1.74,Reef fish
Kilwa,2017,May,Lutjanus spp( LDW ),360.65000000000003,Reef fish
Kilwa,2017,May,Lethrinus spp( LH ),971.8499999999999,Reef fish
Kilwa,2017,May,Lethrinus harak( LHH ),1.95,Reef fish
Kilwa,2017,June,Serranidae spp( CEW ),143.72,Reef fish
Kilwa,2017,June,Changu( CHN ),268.38,Reef fish
Kilwa,2017,June,Lethrinus borbonicus( LHB ),102.38,Reef fish
Kilwa,2017,June,Lethrinus harak( LHH ),53.94,Reef fish
Kilwa,2017,June,Lethrinus rubrioperculatus( LHR ),66.33,Reef fish
Kilwa,2017,June,Carrotomus carolinus( ULG ),2.46,Reef fish
Kilwa,2017,July,Lethrinus spp( LH ),584.8299999999999,Reef fish
Kilwa,2017,August,Serranidae spp( CEW ),8.26,Reef fish
Kilwa,2017,August,Changu( CHN ),1.86,Reef fish
Kilwa,2017,August,Lutjanus spp( LDW ),4.1899999999999995,Reef fish
Kilwa,2017,August,Lethrinus borbonicus( LHB ),368.09,Reef fish
Kilwa,2017,August,Lethrinus nebulosus( LHN ),9.15,Reef fish
Kilwa,2017,October,Serranidae spp( CEW ),2.11,Reef fish
Kilwa,2017,October,Changu( CHN ),3.44,Reef fish
Kilwa,2017,October,Lutjanus spp( LDW ),6.119999999999999,Reef fish
Kilwa,2017,October,Lethrinus spp( LH ),800.11,Reef fish
Kilwa,2017,October,Lethrinus borbonicus( LHB ),2.96,Reef fish
Kilwa,2017,October,Lethrinus harak( LHH ),932.04,Reef fish
Kilwa,2017,October,Carrotomus carolinus( ULG ),1.8,Reef fish
Kilwa,2017,November,Serranidae spp( CEW ),1.59,Reef fish
Kilwa,2017,November,Changu( CHN ),431.21,Reef fish
Kilwa,2017,November,Lutjanus spp( LDW ),27.57,Reef fish
Kilwa,2017,November,Lethrinus spp( LH ),2327.06,Reef fish
Kilwa,2017,November,Lethrinus borbonicus( LHB ),19.82,Reef fish
Kilwa,2017,November,Lethrinus harak( LHH ),446.47999999999996,Reef fish
Kilwa,2017,November,Lethrinus nebulosus( LHN ),212.88000000000002,Reef fish
Kilwa,2017,November,Lethrinus rubrioperculatus( LHR ),8.1,Reef fish
Kilwa,2017,December,Serranidae spp( CEW ),17.02,Reef fish
Kilwa,2017,December,Lutjanus spp( LDW ),2.88,Reef fish
Kilwa,2017,December,Lethrinus spp( LH ),334.88,Reef fish
Kilwa,2017,December,Lethrinus borbonicus( LHB ),232.45000000000002,Reef fish
Kilwa,2017,December,Lethrinus nebulosus( LHN ),1174.49,Reef fish
Kilwa,2018,January,Serranidae spp( CEW ),0.16,Reef fish
Kilwa,2018,January,Changu( CHN ),147.29,Reef fish
Kilwa,2018,January,Lethrinus spp( LH ),111.49000000000001,Reef fish
Kilwa,2018,January,Lethrinus borbonicus( LHB ),359.76,Reef fish
Kilwa,2018,January,Lethrinus harak( LHH ),3.3099999999999996,Reef fish
Kilwa,2018,January,Lethrinus nebulosus( LHN ),156.67,Reef fish
Kilwa,2018,February,Serranidae spp( CEW ),74.94000000000001,Reef fish
Kilwa,2018,February,Changu( CHN ),112.11,Reef fish
Kilwa,2018,February,Lutjanus spp( LDW ),98.64,Reef fish
Kilwa,2018,February,Lethrinus spp( LH ),141,Reef fish
Kilwa,2018,February,Lethrinus borbonicus( LHB ),175.86,Reef fish
Kilwa,2018,February,Lethrinus harak( LHH ),3.74,Reef fish
Kilwa,2018,February,Lethrinus nebulosus( LHN ),193.39000000000001,Reef fish
Kilwa,2018,February,Carrotomus carolinus( ULG ),0.36,Reef fish
Kilwa,2018,March,Serranidae spp( CEW ),150.14,Reef fish
Kilwa,2018,March,Changu( CHN ),169.72,Reef fish
Kilwa,2018,March,Lethrinus spp( LH ),105.53,Reef fish
Kilwa,2018,March,Lethrinus borbonicus( LHB ),275.41999999999996,Reef fish
Kilwa,2018,March,Lethrinus harak( LHH ),7.6499999999999995,Reef fish
Kilwa,2018,March,Lethrinus nebulosus( LHN ),242.18,Reef fish
Kilwa,2018,April,Serranidae spp( CEW ),0.05,Reef fish
Kilwa,2018,April,Changu( CHN ),0.77,Reef fish
Kilwa,2018,April,Lethrinus spp( LH ),0.74,Reef fish
Kilwa,2018,April,Lethrinus borbonicus( LHB ),305.87,Reef fish
Kilwa,2018,April,Lethrinus harak( LHH ),29.479999999999997,Reef fish
Kilwa,2018,April,Lethrinus nebulosus( LHN ),287.07,Reef fish
Kilwa,2018,May,Changu( CHN ),1.99,Reef fish
Kilwa,2018,May,Lutjanus spp( LDW ),68.54,Reef fish
Kilwa,2018,May,Lethrinus spp( LH ),178.02,Reef fish
Kilwa,2018,May,Lethrinus borbonicus( LHB ),227.1,Reef fish
Kilwa,2018,May,Lethrinus harak( LHH ),138.04,Reef fish
Kilwa,2018,June,Changu( CHN ),2.55,Reef fish
Kilwa,2018,June,Lethrinus spp( LH ),1.12,Reef fish
Kilwa,2018,June,Lethrinus borbonicus( LHB ),228.48000000000002,Reef fish
Kilwa,2018,June,Lethrinus harak( LHH ),18.51,Reef fish
Kilwa,2018,July,Changu( CHN ),433.2,Reef fish
Kilwa,2018,August,Changu( CHN ),426.81,Reef fish
Kilwa,2018,August,Lutjanus spp( LDW ),0.56,Reef fish
Kilwa,2018,August,Lethrinus spp( LH ),353.48999999999995,Reef fish
Kilwa,2018,August,Lethrinus borbonicus( LHB ),274.52,Reef fish
Kilwa,2018,August,Lethrinus harak( LHH ),8.93,Reef fish
Kilwa,2018,September,Changu( CHN ),379.03,Reef fish
Kilwa,2018,September,Lethrinus borbonicus( LHB ),270.78,Reef fish
Kilwa,2018,October,Lethrinus borbonicus( LHB ),371.26,Reef fish
Kilwa,2018,October,Lethrinus nebulosus( LHN ),217.05,Reef fish
Kilwa,2018,November,Serranidae spp( CEW ),9.870000000000001,Reef fish
Kilwa,2018,November,Changu( CHN ),210.51,Reef fish
Kilwa,2018,November,Lutjanus spp( LDW ),78.81,Reef fish
Kilwa,2018,November,Lethrinus spp( LH ),167.95000000000002,Reef fish
Kilwa,2018,November,Lethrinus borbonicus( LHB ),185.2,Reef fish
Kilwa,2018,November,Lethrinus harak( LHH ),52.94,Reef fish
Kilwa,2018,November,Lethrinus nebulosus( LHN ),6.17,Reef fish
Kilwa,2018,December,Serranidae spp( CEW ),72.02,Reef fish
Kilwa,2018,December,Changu( CHN ),239.2,Reef fish
Kilwa,2018,December,Lutjanus spp( LDW ),257.39,Reef fish
Kilwa,2018,December,Lethrinus spp( LH ),121.09,Reef fish
Kilwa,2018,December,Lethrinus borbonicus( LHB ),155.35000000000002,Reef fish
Kilwa,2018,December,Lethrinus harak( LHH ),203.45000000000002,Reef fish
Kilwa,2018,December,Lethrinus nebulosus( LHN ),13.02,Reef fish
Kilwa,2019,January,Serranidae spp( CEW ),29.93,Reef fish
Kilwa,2019,January,Changu( CHN ),153.82000000000002,Reef fish
Kilwa,2019,January,Lutjanus spp( LDW ),9.850000000000001,Reef fish
