Location,Year,Month,Species,Catch Wt (Ton),,
Kigamboni,2019,March,Octopus cyanea( OCC ),18.37,,
Kigamboni,2019,March,Loligo spp( OJD ),6.03,,
Kigamboni,2019,March,Papa( PP ),1.33,,
Kigamboni,2019,March,Panulirus spp( PUR ),0.4,,
Kigamboni,2019,March,Siganus sp.( SGL ),36.95,,
Kigamboni,2019,March,Manta alfredi( TNG ),1.59,,
Kigamboni,2019,April,Auchenoglanis occidentalis( AO ),6.43,,
Kigamboni,2019,April,Serranidae spp( CEW ),11.59,,
Kigamboni,2019,April,Caranx tille( CGX ),9.45,,
Kigamboni,2019,April,Changu( CHN ),4.96,,
Kigamboni,2019,April,Gymnasarda unicolor( DOT ),23.84,,
Kigamboni,2019,April,Gongora( GNG ),5.72,,
Kigamboni,2019,April,Panolirus homarus( KMT ),1.58,,
Kigamboni,2019,April,Lutjanus spp( LDW ),3.43,,
Kigamboni,2019,April,Lethrinus borbonicus( LHB ),7.41,,
Kigamboni,2019,April,Lethrinus nebulosus( LHN ),7.63,,
Kigamboni,2019,April,Netuma thalassina( NTT ),1.71,,
Kigamboni,2019,April,Octopus cyanea( OCC ),18.33,,
Kigamboni,2019,April,Loligo spp( OJD ),10.39,,
Kigamboni,2019,April,Panulirus spp( PUR ),1.03,,
Kigamboni,2019,April,Siganus sp.( SGL ),17.96,,
Kigamboni,2019,April,Terrapon jarbua( TJB ),3.43,,
Kigamboni,2019,May,Serranidae spp( CEW ),6.92,,
Kigamboni,2019,May,Caranx tille( CGX ),5.87,,
Kigamboni,2019,May,Changu( CHN ),13.31,,
Kigamboni,2019,May,Scomberomorus commerson( COM ),85.53,,
Kigamboni,2019,May,Cuttlefish( DM ),0.59,,
Kigamboni,2019,May,Gongora( GNG ),2.96,,
Kigamboni,2019,May,Panulirus ornatus( KMM ),64.33,,
Kigamboni,2019,May,Lutjanus spp( LDW ),12.84,,
Kigamboni,2019,May,Lethrinus spp( LH ),1.2,,
Kigamboni,2019,May,Lethrinus borbonicus( LHB ),5.15,,
Kigamboni,2019,May,Lethrinus harak( LHH ),5.95,,
Kigamboni,2019,May,Netuma thalassina( NTT ),1.56,,
Kigamboni,2019,May,Caranx spp( NXT ),4.14,,
Kigamboni,2019,May,Octopus cyanea( OCC ),21.42,,
Kigamboni,2019,May,Loligo spp( OJD ),5.42,,
Kigamboni,2019,May,Panulirus penisillatus( PNP ),4.78,,
Kigamboni,2019,May,Panulirus spp( PUR ),0.48,,
Kigamboni,2019,May,Maculabatis ambigua( RAJ ),26.01,,
Kigamboni,2019,May,Siganus sp.( SGL ),10.77,,
Kigamboni,2019,June,Sphyraena barracuda( BAQ ),8.77,,
Kigamboni,2019,June,Rachycentron canadum( CBA ),11.44,,
Kigamboni,2019,June,Caranx tille( CGX ),7.63,,
Kigamboni,2019,June,Changu( CHN ),15.52,,
Kigamboni,2019,June,Gongora( GNG ),6.87,,
Kigamboni,2019,June,Panulirus ornatus( KMM ),4.94,,
Kigamboni,2019,June,Lutjanus spp( LDW ),26.51,,
Kigamboni,2019,June,Lethrinus borbonicus( LHB ),8.45,,
Kigamboni,2019,June,Lethrinus harak( LHH ),18.51,,
Kigamboni,2019,June,Lethrinus rubrioperculatus( LHR ),2.86,,
Kigamboni,2019,June,Gerres spp( MOJ ),20.57,,
Kigamboni,2019,June,Netuma thalassina( NTT ),1.53,,
Kigamboni,2019,June,Octopus cyanea( OCC ),12.78,,
Kigamboni,2019,June,Loligo spp( OJD ),5.59,,
Kigamboni,2019,June,Panulirus penisillatus( PNP ),3.7,,
Kigamboni,2019,June,Panulirus spp( PUR ),1.09,,
Kigamboni,2019,June,Siganus sp.( SGL ),17.29,,
Kigamboni,2019,July,Bumbura( BMBR ),3.55,,
Kigamboni,2019,July,Serranidae spp( CEW ),3.94,,
Kigamboni,2019,July,Caranx tille( CGX ),6.7,,
Kigamboni,2019,July,Changu( CHN ),5.52,,
Kigamboni,2019,July,Himantura uarnak( DHV ),22.07,,
Kigamboni,2019,July,Cuttlefish( DM ),1.95,,
Kigamboni,2019,July,Auxis thazard( FRI ),9.46,,
Kigamboni,2019,July,Gongora( GNG ),4.6,,
Kigamboni,2019,July,Euthynnus affinis( KAW ),12.22,,
Kigamboni,2019,July,Panulirus ornatus( KMM ),5.74,,
Kigamboni,2019,July,Lutjanus spp( LDW ),2.96,,
Kigamboni,2019,July,Lethrinus borbonicus( LHB ),6.8,,
Kigamboni,2019,July,Lethrinus harak( LHH ),3.74,,
Kigamboni,2019,July,Lethrinus nebulosus( LHN ),3.15,,
Kigamboni,2019,July,Lethrinus rubrioperculatus( LHR ),12.42,,
Kigamboni,2019,July,Octopus cyanea( OCC ),20.44,,
Kigamboni,2019,July,Loligo spp( OJD ),4.93,,
Kigamboni,2019,July,Papa( PP ),49.27,,
Kigamboni,2019,July,Panulirus spp( PUR ),0.6,,
Kigamboni,2019,July,Maculabatis ambigua( RAJ ),1.97,,
Kigamboni,2019,July,Siganus sp.( SGL ),8.51,,
Kigamboni,2019,July,Thunnus albacares( YFT ),35.47,,
Kigamboni,2019,Augast,Bumbura( BMBR ),4.07,,
Kigamboni,2019,Augast,Rachycentron canadum( CBA ),7.88,,
Kigamboni,2019,Augast,Caranx tille( CGX ),11.43,,
Kigamboni,2019,Augast,Cuttlefish( DM ),3.94,,
Kigamboni,2019,Augast,Anguilliformes( ELE ),35.47,,
Kigamboni,2019,Augast,Gongora( GNG ),3.6,,
Kigamboni,2019,Augast,Lethrinus spp( LH ),4.73,,
Kigamboni,2019,Augast,Lethrinus borbonicus( LHB ),4.97,,
Kigamboni,2019,Augast,Nemipterus japonicus( NMJ ),2.36,,
Kigamboni,2019,Augast,Octopus cyanea( OCC ),13.03,,
Kigamboni,2019,Augast,Loligo spp( OJD ),4.53,,
Kigamboni,2019,Augast,Panulirus spp( PUR ),3.7,,
Kigamboni,2019,Augast,Siganus sp.( SGL ),3.77,,
Kigamboni,2019,september,Serranidae spp( CEW ),194.53,,
Kigamboni,2019,september,Lutjanus spp( LDW ),91.54,,
Kigamboni,2019,september,Lethrinus borbonicus( LHB ),4.01,,
Kigamboni,2019,september,Octopus cyanea( OCC ),11.8,,
Kigamboni,2019,september,Loligo spp( OJD ),18.31,,
Kigamboni,2019,september,Panulirus penisillatus( PNP ),4.63,,
Kigamboni,2019,september,Panulirus spp( PUR ),5.28,,
Kigamboni,2017,August,Gymnasarda unicolor( DOT ),3.1,,
Kigamboni,2017,September,Rachycentron canadum( CBA ),0.64,,
Kigamboni,2017,September,Lutjanus spp( LDW ),8.7,,
Kigamboni,2017,September,Tuna( NGR ),0.66,,
Kigamboni,2017,September,Octopus cyanea( OCC ),21.6,,
Kigamboni,2017,September,Panulirus spp( PUR ),4.32,,
Kigamboni,2017,September,Acanthocybium solandiri( WAH ),0.69,,
Kigamboni,2017,October,Rachycentron canadum( CBA ),3.88,,
Kigamboni,2017,October,Caranx tille( CGX ),26.97,,
Kigamboni,2017,October,Scomberomorus guttatus( GUT ),6.2,,
Kigamboni,2017,October,Milea( KOM ),0.12,,
Kigamboni,2017,October,Lutjanus spp( LDW ),21.98,,
Kigamboni,2017,October,Aetobatus ocellatus( MAE ),4.65,,
Kigamboni,2017,October,Tuna( NGR ),1.47,,
Kigamboni,2017,October,Octopus cyanea( OCC ),11.45,,
Kigamboni,2017,October,Papa( PP ),2.45,,
Kigamboni,2017,October,Panulirus spp( PUR ),13.69,,
Kigamboni,2017,November,Serranidae spp( CEW ),0.36,,
Kigamboni,2017,November,Lutjanus spp( LDW ),0.72,,
Kigamboni,2017,November,Lethrinus borbonicus( LHB ),6.48,,
Kigamboni,2017,November,Lethrinus harak( LHH ),1.44,,
Kigamboni,2017,December,Taa( NYG ),0.46,,
Kigamboni,2018,January,Panolirus homarus( KMT ),3.19,,
Kigamboni,2018,January,Octopus cyanea( OCC ),9.15,,
Kigamboni,2018,February,Rachycentron canadum( CBA ),13.19,,
Kigamboni,2018,February,Serranidae spp( CEW ),12.82,,
Kigamboni,2018,February,Caranx tille( CGX ),1.78,,
Kigamboni,2018,February,Cuttlefish( DM ),2.85,,
Kigamboni,2018,February,Gongora( GNG ),4.27,,
Kigamboni,2018,February,Scomberomorus guttatus( GUT ),7.12,,
Kigamboni,2018,February,Lutjanus spp( LDW ),1.78,,
Kigamboni,2018,February,Lethrinus borbonicus( LHB ),22.75,,
Kigamboni,2018,February,Octopus cyanea( OCC ),13.71,,
Kigamboni,2018,February,Loligo spp( OJD ),11.96,,
Kigamboni,2018,February,Panulirus penisillatus( PNP ),3.67,,
Kigamboni,2018,February,Panulirus spp( PUR ),2.74,,
Kigamboni,2018,March,Sphyraena barracuda( BAQ ),15.77,,
Kigamboni,2018,March,Serranidae spp( CEW ),19.06,,
Kigamboni,2018,March,Caranx tille( CGX ),44.24,,
Kigamboni,2018,March,Gongora( GNG ),23.65,,
Kigamboni,2018,March,Panolirus homarus( KMT ),3.19,,
Kigamboni,2018,March,Lutjanus spp( LDW ),78.83,,
Kigamboni,2018,March,Lethrinus borbonicus( LHB ),22.81,,
Kigamboni,2018,March,Lethrinus harak( LHH ),39.41,,
Kigamboni,2018,March,Aetobatus ocellatus( MAE ),0.44,,
Kigamboni,2018,March,Tuna( NGR ),9.85,,
Kigamboni,2018,March,Netuma thalassina( NTT ),22.48,,
Kigamboni,2018,March,Octopus cyanea( OCC ),25.07,,
Kigamboni,2018,March,Loligo spp( OJD ),14.57,,
Kigamboni,2018,March,Panulirus penisillatus( PNP ),6.38,,
Kigamboni,2018,March,Papa( PP ),0.8,,
Kigamboni,2018,April,Sphyraena barracuda( BAQ ),63.66,,
Kigamboni,2018,April,Rachycentron canadum( CBA ),11.44,,
Kigamboni,2018,April,Serranidae spp( CEW ),16.39,,
Kigamboni,2018,April,Caranx tille( CGX ),31.81,,
Kigamboni,2018,April,Gongora( GNG ),38.38,,
Kigamboni,2018,April,Panolirus homarus( KMT ),3.33,,
Kigamboni,2018,April,Lutjanus spp( LDW ),21.17,,
Kigamboni,2018,April,Lethrinus borbonicus( LHB ),35.11,,
Kigamboni,2018,April,Netuma thalassina( NTT ),9.15,,
Kigamboni,2018,April,Octopus cyanea( OCC ),12.3,,
Kigamboni,2018,April,Loligo spp( OJD ),8.15,,
Kigamboni,2018,May,Rachycentron canadum( CBA ),21.24,,
Kigamboni,2018,May,Serranidae spp( CEW ),36.07,,
Kigamboni,2018,May,Caranx tille( CGX ),13.4,,
Kigamboni,2018,May,Panulirus ornatus( KMM ),2.69,,
Kigamboni,2018,May,Lutjanus spp( LDW ),47.3,,
Kigamboni,2018,May,Lethrinus borbonicus( LHB ),11.06,,
Kigamboni,2018,May,Lethrinus harak( LHH ),11.82,,
Kigamboni,2018,May,Octopus cyanea( OCC ),10.82,,
Kigamboni,2018,May,Loligo spp( OJD ),21.77,,
Kigamboni,2018,June,Sphyraena barracuda( BAQ ),9.54,,
Kigamboni,2018,June,Serranidae spp( CEW ),20.38,,
Kigamboni,2018,June,Changu( CHN ),17.16,,
Kigamboni,2018,June,Panulirus ornatus( KMM ),2.47,,
Kigamboni,2018,June,Lethrinus borbonicus( LHB ),27.08,,
Kigamboni,2018,June,Lethrinus harak( LHH ),12.34,,
Kigamboni,2018,June,Lethrinus nebulosus( LHN ),11.44,,
Kigamboni,2018,June,Tuna( NGR ),7.63,,
Kigamboni,2018,June,Netuma thalassina( NTT ),1.29,,
Kigamboni,2018,June,Caranx spp( NXT ),1.29,,
Kigamboni,2018,June,Octopus cyanea( OCC ),10.28,,
Kigamboni,2018,June,Panulirus spp( PUR ),5.69,,
Kigamboni,2018,June,Siganus sp.( SGL ),42.69,,
Kigamboni,2018,June,Thunnus albacares( YFT ),9.07,,
Kigamboni,2018,July,Rachycentron canadum( CBA ),32.19,,
Kigamboni,2018,July,Serranidae spp( CEW ),23.56,,
Kigamboni,2018,July,Caranx tille( CGX ),3.94,,
Kigamboni,2018,July,Anguilliformes( ELE ),22.07,,
Kigamboni,2018,July,Panolirus homarus( KMT ),2.39,,
Kigamboni,2018,July,Lutjanus spp( LDW ),53.94,,
Kigamboni,2018,July,Lethrinus borbonicus( LHB ),8.1,,
Kigamboni,2018,July,Netuma thalassina( NTT ),23.4,,
Kigamboni,2018,July,Octopus cyanea( OCC ),6.71,,
Kigamboni,2018,August,Caranx tille( CGX ),12.02,,
Kigamboni,2018,August,Anguilliformes( ELE ),10.35,,
Kigamboni,2018,August,Lethrinus borbonicus( LHB ),20.1,,
Kigamboni,2018,August,Octopus cyanea( OCC ),17.86,,
Kigamboni,2018,October,Serranidae spp( CEW ),4.73,,
Kigamboni,2018,October,Anguilliformes( ELE ),47.3,,
Kigamboni,2018,October,Lethrinus borbonicus( LHB ),6.77,,
Kigamboni,2018,October,Octopus cyanea( OCC ),7.52,,
Kigamboni,2018,October,Loligo spp( OJD ),19.86,,
Kigamboni,2018,October,Papa( PP ),7.09,,
Kigamboni,2018,October,Panulirus spp( PUR ),8.93,,
Kigamboni,2018,October,Maculabatis ambigua( RAJ ),29.56,,
Kigamboni,2018,October,Siganus sp.( SGL ),17.65,,
Kigamboni,2018,November,Sphyraena barracuda( BAQ ),34.33,,
Kigamboni,2018,November,Rachycentron canadum( CBA ),3.66,,
Kigamboni,2018,November,Serranidae spp( CEW ),21.26,,
Kigamboni,2018,November,Caranx tille( CGX ),12.99,,
Kigamboni,2018,November,Changu( CHN ),6.64,,
Kigamboni,2018,November,Gymnasarda unicolor( DOT ),24.25,,
Kigamboni,2018,November,Anguilliformes( ELE ),1.95,,
Kigamboni,2018,November,Gongora( GNG ),8.76,,
Kigamboni,2018,November,Scomberomorus guttatus( GUT ),0.32,,
Kigamboni,2018,November,Panolirus homarus( KMT ),1.85,,
Kigamboni,2018,November,Lutjanus spp( LDW ),7.7,,
Kigamboni,2018,November,Lethrinus borbonicus( LHB ),30.45,,
Kigamboni,2018,November,Lethrinus rubrioperculatus( LHR ),2.29,,
Kigamboni,2018,November,Gerres spp( MOJ ),12.34,,
Kigamboni,2018,November,Netuma thalassina( NTT ),5.91,,
Kigamboni,2018,November,Octopus cyanea( OCC ),22.27,,
Kigamboni,2018,November,Loligo spp( OJD ),13.85,,
Kigamboni,2018,November,Panulirus penisillatus( PNP ),7.18,,
Kigamboni,2018,November,Panulirus spp( PUR ),0.82,,
Kigamboni,2018,November,Istiophorus platypterus( SFA ),0.85,,
Kigamboni,2018,November,Siganus sp.( SGL ),24.86,,
Kigamboni,2018,November,Manta alfredi( TNG ),1.2,,
Kigamboni,2018,November,Acanthocybium solandiri( WAH ),7.82,,
Kigamboni,2018,December,Sphyraena barracuda( BAQ ),19.71,,
Kigamboni,2018,December,Rachycentron canadum( CBA ),57.91,,
Kigamboni,2018,December,Carcharhinus plumbeus( CCP ),5.76,,
Kigamboni,2018,December,Serranidae spp( CEW ),31.3,,
Kigamboni,2018,December,Caranx tille( CGX ),17.78,,
Kigamboni,2018,December,Cuttlefish( DM ),1.3,,
Kigamboni,2018,December,Gymnasarda unicolor( DOT ),0.61,,
Kigamboni,2018,December,Anguilliformes( ELE ),19.71,,
Kigamboni,2018,December,Panolirus homarus( KMT ),4.03,,
Kigamboni,2018,December,Milea( KOM ),1.44,,
Kigamboni,2018,December,Lutjanus spp( LDW ),20.37,,
Kigamboni,2018,December,Lethrinus borbonicus( LHB ),2.85,,
Kigamboni,2018,December,Lethrinus harak( LHH ),8.62,,
Kigamboni,2018,December,Aetobatus ocellatus( MAE ),1.33,,
Kigamboni,2018,December,Milea( ML ),14.19,,
Kigamboni,2018,December,Tuna( NGR ),21.28,,
Kigamboni,2018,December,Netuma thalassina( NTT ),1.75,,
Kigamboni,2018,December,Octopus cyanea( OCC ),19.25,,
Kigamboni,2018,December,Loligo spp( OJD ),2.96,,
Kigamboni,2018,December,Panulirus penisillatus( PNP ),1.76,,
Kigamboni,2018,December,Papa( PP ),4.65,,
Kigamboni,2018,December,Panulirus spp( PUR ),8.16,,
Kigamboni,2018,December,Maculabatis ambigua( RAJ ),1.06,,
Kigamboni,2018,December,Rhynchobatus sp.( RCD ),1.77,,
Kigamboni,2018,December,Istiophorus platypterus( SFA ),8.44,,
Kigamboni,2018,December,Siganus sp.( SGL ),11.05,,
Kigamboni,2018,December,Acanthocybium solandiri( WAH ),33.11,,
Mtwara Rural,2017,May,Caranx tille( CGX ),0.31,,
Mtwara Rural,2017,May,Milea( KOM ),0.19,,
Mtwara Rural,2017,June,Serranidae spp( CEW ),4.5,,
Mtwara Rural,2017,June,Caranx tille( CGX ),0.27,,
Mtwara Rural,2018,February,Lutjanus spp( LDW ),30.53,,
Mtwara Rural,2018,February,Gerres spp( MOJ ),0.32,,
Mtwara Rural,2018,February,Loligo spp( OJD ),150.48,,
Mtwara Rural,2018,February,Pono( PNW ),6.19,,
Mtwara Rural,2018,February,Siganus sp.( SGL ),3.29,,
Mtwara Rural,2018,March,Sphyraena barracuda( BAQ ),11.27,,
Mtwara Rural,2018,March,Loligo spp( OJD ),8.57,,
Mtwara Rural,2018,March,Siganus sp.( SGL ),3.35,,
Mtwara Rural,2018,June,Caranx tille( CGX ),7.44,,
Mtwara Rural,2018,June,Milea( KOM ),0.05,,
Mtwara Rural,2018,June,Taa( NYG ),0.1,,
Mtwara Rural,2018,June,Maculabatis ambigua( RAJ ),708.69,,
Mtwara Rural,2018,June,Acanthurus spp( SUR  ),0.03,,
Mtwara Rural,2018,July,Serranidae spp( CEW ),22.53,,
Mtwara Rural,2018,July,Caranx tille( CGX ),133.14,,
Mtwara Rural,2018,July,Lethrinus borbonicus( LHB ),16.9,,
Mtwara Rural,2018,July,Taa( NYG ),0.01,,
Mtwara Rural,2018,July,Loligo spp( OJD ),11.27,,
Mtwara Rural,2018,July,Maculabatis ambigua( RAJ ),0.6,,
Mtwara Rural,2018,July,Siganus sp.( SGL ),7.51,,
Mtwara Rural,2018,July,Acanthurus spp( SUR  ),0.72,,
Mtwara Rural,2018,October,Caranx tille( CGX ),16.9,,
Mtwara Rural,2018,October,Maculabatis ambigua( RAJ ),2.77,,
Mtwara Rural,2018,October,Acanthurus spp( SUR  ),0.22,,
Mtwara Rural,2018,October,Manta alfredi( TNG ),0.18,,
Mtwara Rural,2018,November,Serranidae spp( CEW ),0.81,,
Mtwara Rural,2018,November,Caranx tille( CGX ),36.34,,
Mtwara Rural,2018,November,Anguilliformes( ELE ),3.51,,
Mtwara Rural,2018,November,Lutjanus spp( LDW ),41.24,,
Mtwara Rural,2018,November,Lethrinus borbonicus( LHB ),7.03,,
Mtwara Rural,2018,November,Lethrinus harak( LHH ),29.72,,
Mtwara Rural,2018,November,Aetobatus ocellatus( MAE ),19.71,,
Mtwara Rural,2018,November,Gerres spp( MOJ ),16.75,,
Mtwara Rural,2018,November,Octopus cyanea( OCC ),10.66,,
Mtwara Rural,2018,November,Loligo spp( OJD ),82.58,,
Mtwara Rural,2018,November,Pono( PNW ),8.08,,
Mtwara Rural,2018,November,Maculabatis ambigua( RAJ ),1.05,,
Mtwara Rural,2018,November,Siganus sp.( SGL ),56.66,,
Mtwara Rural,2018,November,Acanthurus spp( SUR  ),3.38,,
Mtwara Rural,2018,November,Carrotomus carolinus( ULG ),17.69,,
Mtwara Rural,2018,November,Upeneus spp( UPL ),3.31,,
Mtwara Rural,2018,December,Sphyraena barracuda( BAQ ),16.9,,
Mtwara Rural,2018,December,Thunnus obesus( BET ),0.13,,
Mtwara Rural,2018,December,Serranidae spp( CEW ),3.81,,
Mtwara Rural,2018,December,Caranx tille( CGX ),26.82,,
Mtwara Rural,2018,December,Changu( CHN ),9.39,,
Mtwara Rural,2018,December,Lutjanus spp( LDW ),0.62,,
Mtwara Rural,2018,December,Lethrinus borbonicus( LHB ),16.9,,
Mtwara Rural,2018,December,Lethrinus harak( LHH ),20.82,,
Mtwara Rural,2018,December,Aetobatus ocellatus( MAE ),129.56,,
Mtwara Rural,2018,December,Octopus cyanea( OCC ),8.61,,
Mtwara Rural,2018,December,Loligo spp( OJD ),168.83,,
Mtwara Rural,2018,December,Pono( PNW ),20.02,,
Mtwara Rural,2018,December,Siganus sp.( SGL ),50.03,,
Mtwara Rural,2018,December,Upeneus spp( UPL ),2.71,,
Mtwara Rural,2019,January,Sphyraena barracuda( BAQ ),15.02,,
Mtwara Rural,2019,January,Serranidae spp( CEW ),15.02,,
Mtwara Rural,2019,January,Caranx tille( CGX ),17.37,,
Mtwara Rural,2019,January,Milea( KOM ),2.18,,
Mtwara Rural,2019,January,Lethrinus harak( LHH ),35.21,,
Mtwara Rural,2019,January,Octopus cyanea( OCC ),11.12,,
Mtwara Rural,2019,January,Loligo spp( OJD ),41.54,,
Mtwara Rural,2019,January,Siganus sp.( SGL ),65.92,,
Mtwara Rural,2019,January,Upeneus spp( UPL ),2.72,,
Mtwara Rural,2019,February,Sphyraena barracuda( BAQ ),6.78,,
Mtwara Rural,2019,February,Lethrinus borbonicus( LHB ),5.09,,
Mtwara Rural,2019,February,Lethrinus harak( LHH ),33.92,,
Mtwara Rural,2019,February,Octopus cyanea( OCC ),17.34,,
Mtwara Rural,2019,February,Siganus sp.( SGL ),40.88,,
Mtwara Rural,2019,March,Serranidae spp( CEW ),10.28,,
Mtwara Rural,2019,March,Lutjanus spp( LDW ),33.35,,
Mtwara Rural,2019,March,Lethrinus harak( LHH ),112.66,,
Mtwara Rural,2019,March,Gerres spp( MOJ ),25.47,,
Mtwara Rural,2019,March,Octopus cyanea( OCC ),8.09,,
Mtwara Rural,2019,March,Pono( PNW ),7.05,,
Mtwara Rural,2019,March,Papa( PP ),157.73,,
Mtwara Rural,2019,March,Siganus sp.( SGL ),26.89,,
Mtwara Rural,2019,March,Acanthurus spp( SUR  ),2.72,,
Mtwara Rural,2019,March,Carrotomus carolinus( ULG ),3.43,,
Mtwara Rural,2019,March,Upeneus spp( UPL ),5.53,,
Mtwara Rural,2019,April,Encrasicholina heteroloba( ENH ),141.74,,
Mtwara Rural,2019,April,Lutjanus spp( LDW ),32.62,,
Mtwara Rural,2019,April,Octopus cyanea( OCC ),14.51,,
Mtwara Rural,2019,April,Loligo spp( OJD ),54.51,,
Mtwara Rural,2019,April,Pono( PNW ),1.58,,
Mtwara Rural,2019,April,Siganus sp.( SGL ),53.25,,
Mtwara Rural,2019,April,Upeneus spp( UPL ),1.98,,
Mtwara Rural,2019,May,Serranidae spp( CEW ),0.09,,
Mtwara Rural,2019,May,Caranx tille( CGX ),52.64,,
Mtwara Rural,2019,May,Gymnasarda unicolor( DOT ),516.37,,
Mtwara Rural,2019,May,Milea( KOM ),0.27,,
Mtwara Rural,2019,May,Lethrinus spp( LH ),0.7,,
Mtwara Rural,2019,May,Lethrinus borbonicus( LHB ),0.16,,
Mtwara Rural,2019,May,Lethrinus harak( LHH ),6.74,,
Mtwara Rural,2019,May,Aetobatus ocellatus( MAE ),0.28,,
Mtwara Rural,2019,May,Netuma thalassina( NTT ),15.59,,
Mtwara Rural,2019,May,Taa( NYG ),0.07,,
Mtwara Rural,2019,May,Octopus cyanea( OCC ),11,,
Mtwara Rural,2019,May,Papa( PP ),0.09,,
Mtwara Rural,2019,May,Maculabatis ambigua( RAJ ),2.57,,
Mtwara Rural,2019,May,Siganus sp.( SGL ),50.17,,
Mtwara Rural,2019,May,Sardine( SRD ),7.79,,
Mtwara Rural,2019,May,Acanthurus spp( SUR  ),0.24,,
Mtwara Rural,2019,May,Upeneus spp( UPL ),7.22,,
Mtwara Rural,2019,June,Sphyraena barracuda( BAQ ),37.02,,
Mtwara Rural,2019,June,Caranx tille( CGX ),27.4,,
Mtwara Rural,2019,June,Sea cucumber( JB ),9.95,,
Mtwara Rural,2019,June,Kaa( KAA ),1.63,,
Mtwara Rural,2019,June,Lutjanus spp( LDW ),66.32,,
Mtwara Rural,2019,June,Octopus cyanea( OCC ),7.01,,
Mtwara Rural,2019,June,Loligo spp( OJD ),91.93,,
Mtwara Rural,2019,June,Pono( PNW ),3.1,,
Mtwara Rural,2019,June,Maculabatis ambigua( RAJ ),0.45,,
Mtwara Rural,2019,June,Siganus sp.( SGL ),52.9,,
Mtwara Rural,2019,June,Acanthurus spp( SUR  ),2.11,,
Mtwara Rural,2019,June,Carrotomus carolinus( ULG ),1.41,,
Mtwara Rural,2019,June,Upeneus spp( UPL ),5.3,,
Mtwara Rural,2019,June,Acanthocybium solandiri( WAH ),0.26,,
Mtwara Rural,2019,July,Sphyraena barracuda( BAQ ),16.9,,
Mtwara Rural,2019,July,Caranx tille( CGX ),37.55,,
Mtwara Rural,2019,July,Milea( KOM ),4.36,,
Mtwara Rural,2019,July,Lutjanus spp( LDW ),22.53,,
Mtwara Rural,2019,July,Lethrinus harak( LHH ),15.02,,
Mtwara Rural,2019,July,Taa( NYG ),0.75,,
Mtwara Rural,2019,July,Octopus cyanea( OCC ),14.04,,
Mtwara Rural,2019,July,Pono( PNW ),0.73,,
Mtwara Rural,2019,July,Maculabatis ambigua( RAJ ),0.33,,
Mtwara Rural,2019,July,Siganus sp.( SGL ),27.71,,
Mtwara Rural,2019,July,Acanthurus spp( SUR  ),3.72,,
Mtwara Rural,2019,July,Upeneus spp( UPL ),3.63,,
Mtwara Rural,2019,August,Serranidae spp( CEW ),12.81,,
Mtwara Rural,2019,August,Caranx tille( CGX ),18.78,,
Mtwara Rural,2019,August,Milea( KOM ),45.07,,
Mtwara Rural,2019,August,Lutjanus spp( LDW ),18.49,,
Mtwara Rural,2019,August,Lethrinus spp( LH ),31.27,,
Mtwara Rural,2019,August,Lethrinus borbonicus( LHB ),5.63,,
Mtwara Rural,2019,August,Lethrinus harak( LHH ),27.67,,
Mtwara Rural,2019,August,Gerres spp( MOJ ),11.27,,
Mtwara Rural,2019,August,Octopus cyanea( OCC ),9.85,,
Mtwara Rural,2019,August,Loligo spp( OJD ),72.48,,
Mtwara Rural,2019,August,Pono( PNW ),1.82,,
Mtwara Rural,2019,August,Siganus sp.( SGL ),33.36,,
Mtwara Rural,2019,August,Acanthurus spp( SUR  ),13.62,,
Mtwara Rural,2019,August,Carrotomus carolinus( ULG ),4.52,,
Mtwara Rural,2019,August,Upeneus spp( UPL ),0.91,,
Mtwara Rural,2019,August,Sphyraena spp( YRB ),180.26,,
Mtwara Rural,2019,September,Sphyraena barracuda( BAQ ),16.35,,
Mtwara Rural,2019,September,Serranidae spp( CEW ),32.39,,
Mtwara Rural,2019,September,Caranx tille( CGX ),38.87,,
Mtwara Rural,2019,September,Lutjanus spp( LDW ),27.26,,
Mtwara Rural,2019,September,Lethrinus spp( LH ),21.81,,
Mtwara Rural,2019,September,Gerres spp( MOJ ),32.71,,
Mtwara Rural,2019,September,Octopus cyanea( OCC ),10.04,,
Mtwara Rural,2019,September,Pomadasys spp( PKT ),5.45,,
Mtwara Rural,2019,September,Siganus sp.( SGL ),3.43,,
Mtwara Rural,2019,September,Upeneus spp( UPL ),1.76,,
Mtwara Rural,2019,October,Rachycentron canadum( CBA ),225.33,,
Mtwara Rural,2019,October,Octopus cyanea( OCC ),6.35,,
Mtwara Rural,2019,October,Loligo spp( OJD ),18.78,,
Mtwara Rural,2019,October,Siganus sp.( SGL ),30.04,,
Mtwara Rural,2019,November,Caranx tille( CGX ),21.83,,
Mtwara Rural,2019,November,Taa( NYG ),0.04,,
Mtwara Rural,2019,November,Octopus cyanea( OCC ),19.41,,
