Location,Year,Month,Species,Catch Wt (Ton),,
Kilwa,2019,February,Anguilliformes( ELE ),6.23,,
Kilwa,2019,February,Gongora( GNG ),292.83,,
Kilwa,2019,February,Milea( KOM ),212.02,,
Kilwa,2019,February,Lutjanus spp( LDW ),150.03,,
Kilwa,2019,February,Lethrinus spp( LH ),106.84,,
Kilwa,2019,February,Lethrinus borbonicus( LHB ),240.79,,
Kilwa,2019,February,Lethrinus harak( LHH ),96.76,,
Kilwa,2019,February,Lethrinus nebulosus( LHN ),239.86,,
Kilwa,2019,February,Octopus cyanea( OCC ),10.78,,
Kilwa,2019,February,Loligo spp( OJD ),62.15,,
Kilwa,2019,February,Pono( PNW ),2.54,,
Kilwa,2019,February,Maculabatis ambigua( RAJ ),271.22,,
Kilwa,2019,February,Siganus sp.( SGL ),19.51,,
Kilwa,2019,February,Acanthurus spp( SUR  ),0.23,,
Kilwa,2019,February,Upeneus spp( UPL ),3.94,,
Kilwa,2019,March,Serranidae spp( CEW ),149.63,,
Kilwa,2019,March,Caranx tille( CGX ),1.28,,
Kilwa,2019,March,Changu( CHN ),303.86,,
Kilwa,2019,March,Hyporhamphus spp( HHF ),0.74,,
Kilwa,2019,March,Milea( KOM ),0.24,,
Kilwa,2019,March,Lutjanus spp( LDW ),119.47,,
Kilwa,2019,March,Lethrinus borbonicus( LHB ),175.81,,
Kilwa,2019,March,Lethrinus harak( LHH ),304.31,,
Kilwa,2019,March,Gerres spp( MOJ ),48.96,,
Kilwa,2019,March,Taa( NYG ),58.99,,
Kilwa,2019,March,Octopus cyanea( OCC ),9.74,,
Kilwa,2019,March,Pono( PNW ),0.29,,
Kilwa,2019,March,Maculabatis ambigua( RAJ ),14.39,,
Kilwa,2019,March,Siganus sp.( SGL ),49.44,,
Kilwa,2019,March,Acanthurus spp( SUR  ),0.05,,
Kilwa,2019,April,Serranidae spp( CEW ),119.03,,
Kilwa,2019,April,Changu( CHN ),133.87,,
Kilwa,2019,April,Cuttlefish( DM ),110.55,,
Kilwa,2019,April,Anguilliformes( ELE ),47.41,,
Kilwa,2019,April,Gongora( GNG ),"1,486.28",,
Kilwa,2019,April,Vikande( KKN ),0.09,,
Kilwa,2019,April,Milea( KOM ),0.36,,
Kilwa,2019,April,Lutjanus spp( LDW ),169.24,,
Kilwa,2019,April,Lethrinus borbonicus( LHB ),316.28,,
Kilwa,2019,April,Lethrinus harak( LHH ),608.82,,
Kilwa,2019,April,Lethrinus nebulosus( LHN ),210.05,,
Kilwa,2019,April,Gerres spp( MOJ ),265.32,,
